35
43
27
44
32
38
43
29
43
29
42
39
38
50
33
46
45
34
39
46
38
37
44
32
41
44
29
44
34
38
45
27
44
40
33
43
36
35
45
34
36
45
31
39
46
28
42
40
29
42
36
40
44
32
40
60
55
45
52
51
50
56
59
42
50
52
37
45
50
33
43
48
34
40
45
32
43
44
42
33
47
43
31
46
44
39
51
33
50
47
31
48
38
38
45
30
47
33
39
42
33
45
27
44
32
39
41
31
51
40
31
49
41
33
47
33
39
41
31
47
27
44
34
36
43
26
45
45
32
43
42
36
43
41
41
42
45
41
44
41
43
32
36
43
41
28
42
41
33
35
42
40
27
40
41
34
34
42
45
42
31
38
42
37
34
42
32
